,GWAS P,GWAS Rank,Prop-Value,log10(Prop-Value),Prop Rank,Empirical P,Adjusted Association
AAR2,1.0,9916.0,5.2912644975714937e-05,-4.2764405285899061,11730.0,0.59296329997,0.59296329997
AARD,1.0,9916.0,3.3651149752496731e-06,-5.4730000927287259,17952.0,0.907491659084,0.907491659084
AARS,1.0,9916.0,0.00025320903835002596,-3.5965207961448735,4278.0,0.216257203518,0.216257203518
AARS2,1.0,9916.0,4.3350558761277695e-05,-4.3630053003705696,12511.0,0.632443635628,0.632443635628
AARSD1,1.0,9916.0,5.1820507411265134e-05,-4.2854983388447208,11814.0,0.597209584471,0.597209584471
AASDH,1.0,9916.0,8.6075257259946979e-05,-4.0651216706109921,9611.0,0.48584571833,0.48584571833
AASDHPPT,1.0,9916.0,0.00039038782262550283,-3.4085037377497889,2813.0,0.14219997978,0.14219997978
AASS,1.0,9916.0,4.6031862224650137e-05,-4.3369414553139274,12270.0,0.620260843191,0.620260843191
AATF,1.0,9916.0,9.1470946048203511e-05,-4.0387168291538362,9331.0,0.47169143666,0.47169143666
AATK,1.0,9916.0,2.0045167301003972e-05,-4.6979903146891075,14940.0,0.755232029117,0.755232029117
ABAT,1.0,9916.0,0.00010194710440166268,-3.9916251049543896,8766.0,0.443130118289,0.443130118289
ABCA1,1.0,9916.0,0.00065153752573332232,-3.18606056575404,1872.0,0.0946314831665,0.0946314831665
